company,linkedin_url,time cost,msg,success
BLIZZARD INTERNET MARKETING,https://www.linkedin.com/company/blizzard-internet-marketing,7370,,true
Corte Suprema de Justicia,,7377,,false
"Applebee's, Bloomsburg",,7383,,false
"Lilly's Gourmet, Doylestown",,7390,,false
Slay Displays,,7397,,false
"International SOS, Trevose",,7404,,false
SAM'S CLUB,https://www.linkedin.com/company/sam%27s-club,7411,,true
COMPLETE NUTRITION,https://www.linkedin.com/company/complete-nutrition,7418,,true
FARMERS INSURANCE,https://www.linkedin.com/company/farmers-insurance/?viewAsMember=true,7425,,true
DUNDEE BANK,,7432,,false
Foothold Technology,https://www.linkedin.com/company/foothold-technology,7439,,true
Platinum Group Investments,https://www.linkedin.com/company/platinum-group-real-estate-investments,7446,,true
EverythingBenefits,https://www.linkedin.com/company/everythingbenefits,7453,,true
TITLE Boxing Club,https://www.linkedin.com/company/title-boxing-club-west-des-moines,7459,,true
Longhorn Steakhouse,,7466,,false
OPTIONSPLAY,https://www.linkedin.com/company/optionsplay,7473,,true
Bloomberg LP,https://www.linkedin.com/company/bloomberg-lp,7479,,true
"Bloomberg, LP",https://www.linkedin.com/company/bloomberg-lp,7486,,true
Eos Outdoor Services,https://www.linkedin.com/company/eos-outdoor-services,7493,,true
HAR-CO Credit Union,https://www.linkedin.com/company/har-co-credit-union,7500,,true
SNI Companies,https://www.linkedin.com/company/sni-companies,7508,,true
State Farm Mutual Automobile Insurance Company,https://www.linkedin.com/company/state_farm,7515,,true
"Housewives for Hire, LLC",,7523,,false
DHR Technologies,https://www.linkedin.com/company/dhr-technologies,7529,,true
Central America and Caribbean Market,https://www.linkedin.com/company/aims-international-central-america-&-caribbean,7537,,true
Sumitomo Electric Lightwave,https://www.linkedin.com/company/sumitomo-electric-lightwave,7543,,true
Google Cloud,https://www.linkedin.com/showcase/google-cloud,7550,,true
Adobe Systems Inc,,7556,,false
TRN Technologies,https://www.linkedin.com/company/trn-systems-inc,7563,,true
The Kennedy,https://www.linkedin.com/company/the-kennedy-group,7569,,true
Holiday Inn,https://www.linkedin.com/showcase/holiday-inn-hotels,7576,,true
W Fort Lauderdale,,7587,engine page failed,false
St. Regis,https://www.linkedin.com/company/st-regis-aspen-resort,7594,,true
Sheraton New York Times Square,https://www.linkedin.com/company/sheraton-new-york-hotel-&-towers,7600,,true
Fairfield Inn and Suites by Marriott,https://www.linkedin.com/company/fairfield_inn_suites_by_marriott,7607,,true
MGM Resorts International,https://www.linkedin.com/company/mgm-resorts-international,7613,,true
Match Marketing,https://www.linkedin.com/company/match-marketing,7620,,true
Forcon International,https://www.linkedin.com/company/forcon-international,7626,,true
"RTI Forensics, LLC",https://www.linkedin.com/company/rti-forensics-limited,7632,,true
Reliable Contracting Company,https://www.linkedin.com/company/reliable-contracting,7639,,true
"Koffel Associates, Inc.",https://www.linkedin.com/company/koffel-associates-inc-,7645,,true
Convergence Marketing,https://www.linkedin.com/company/convergence-marketing,7651,,true
Quinsite,,7657,,false
"Hello Heart, Inc",https://www.linkedin.com/company/hello-doctor-ltd-,7664,,true
"Healthstat, Inc",https://www.linkedin.com/company/healthstat-inc.,7670,,true
Adhesion Wealth,https://www.linkedin.com/company/adhesionwealth,7677,,true
University Hospitals,https://www.linkedin.com/company/university-hospitals,7683,,true
AIRPLUS,https://www.linkedin.com/company/airplus,7689,,true
"Wild Blue Yonder, Inc.",https://www.linkedin.com/company/wild-blue-yonder-inc-,7696,,true
"United Airlines, Inc.",https://www.linkedin.com/company/united-airlines,7702,,true
Secure Encrypt,https://www.linkedin.com/learning/windows-10-security/overview-of-encryption,7709,,true
SalesIntel.io,https://www.linkedin.com/company/salesintel-io,7715,,true
StayNTouch,https://www.linkedin.com/company/stayntouch,7721,,true
Maryland Media Inc,,7728,,false
The Diamondback,https://www.linkedin.com/company/the-diamondback,7734,,true
Long and Foster Real Estate,https://www.linkedin.com/company/long-and-foster-real-estate,7741,,true
"PC Connection, Inc.",https://www.linkedin.com/company/computer-connection-inc.,7748,,true
SAPPHIRE Technology Limited,https://www.linkedin.com/company/sapphiretech,7755,,true
"Wells Fargo Clearing Services, LLC",https://www.linkedin.com/company/wells-fargo-clearing-services-llc,7761,,true
StraViso,https://www.linkedin.com/company/straviso,7767,,true
OYO,https://www.linkedin.com/company/oyo-rooms,7774,,true
"Vapur, Inc",https://www.linkedin.com/company/vapur-inc.,7780,,true
Salience TMS Neuro Solutions,https://www.linkedin.com/company/tms-neuro-solutions-llc,7787,,true
"AppFolio, Inc",https://www.linkedin.com/company/appfolio-inc,7793,,true
The Travelers Indemnity Company,https://www.linkedin.com/company/the-travelers-indemnity-company-of-america,7800,,true
"Harris Geospatial Solutions, Inc.",https://www.linkedin.com/company/harrisgeospatialsolutions,7806,,true
Que-A,https://www.linkedin.com/company/serilon,7812,,true
AIRSCAN,https://www.linkedin.com/company/airscan-inc.,7819,,true
"MacAulay-Brown, Inc.",https://www.linkedin.com/company/macaulay-brown,7826,,true
U.S. Southern Command,https://www.linkedin.com/company/united-states-southern-command,7833,,true
MarketResearch.com,https://www.linkedin.com/company/marketresearch,7840,,true
Federal Occupational Health,https://www.linkedin.com/company/fohpscgov,7846,,true
JacobsEye,https://www.linkedin.com/company/jacobseye,7853,,true
"AbstoneLalley, Inc",https://www.linkedin.com/company/abstonelalley-inc-,7859,,true
State of Virginia,https://www.linkedin.com/company/state-of-virginia-europe-office,7866,,true
Just Fitness,https://www.linkedin.com/company/just-fitness-4u-health-club,7872,,true
LifeTime Fitness,,7879,,false
Concourse Athletic Club,https://www.linkedin.com/showcase/concourse-athletic-club,7885,,true
Cellular Warehouse,https://www.linkedin.com/company/cellular-warehouse,7891,,true
World Logo,,7903,engine page failed,false
The Fitness Equation,https://www.linkedin.com/company/the-fitness-equation,7909,,true
Blue Ribbon Foods,https://www.linkedin.com/company/blue-ribbon,7915,,true
Texas Advantage Volleyball Club,https://www.linkedin.com/company/texas-advantage-volleyball-club,7922,,true
Garland Christian Academy,,7929,,false
Apex Home Energy Savings,https://www.linkedin.com/company/apex-home-energy-savings-llc,7935,,true
Driveline Retail Merchandising,https://www.linkedin.com/company/driveline-retail-services,7942,,true
Marcus & Millichap Real Estate Commercial Investment Company,https://www.linkedin.com/company/marcus-construction,7948,,true
Grec Conversions,,7954,,false
"Belrose Properties, LLC",,7961,,false
Vans,https://www.linkedin.com/company/vans,7969,,true
Zumiez,https://www.linkedin.com/company/zumiez,7976,,true
American Eagle,https://www.linkedin.com/company/americaneagle-com,7983,,true
Software Solutions,https://www.linkedin.com/company/software-solutions,7990,,true
Progrexion,https://www.linkedin.com/company/progrexion,7997,,true
Science Serum,,8004,,false
Dallas Baptist University,https://www.linkedin.com/school/dallas-baptist-university/,8010,,true
State Farm Insurance,,8023,engine page failed,false
Dr. Martens Warehouse,,8031,,false
Mount Hood Adult Day Center,,8038,,false
Little Beavers Preschool,https://www.linkedin.com/company/little-beavers-preschool,8046,,true
Korvis Automation,https://www.linkedin.com/company/korvis-automation,8054,,true
Oregon Child Development Coalition,https://www.linkedin.com/company/ocdc,8061,,true
Small World School,,8068,,false
MaryDawn Collier,,8075,,false
Carmike Cinemas,https://www.linkedin.com/company/carmike-cinemas,8085,,true
Taco Bell,https://www.linkedin.com/pub/dir/taco/bell,8092,,true
The YMCA Of Greater Nashua,https://www.linkedin.com/company/nmymca,8100,,true
"Vector Marketing, Cutco",https://www.linkedin.com/company/vector-marketing,8108,,true
Albertson's,https://www.linkedin.com/company/albertsonsstores,8115,,true
Motoworld of El Cajon,https://www.linkedin.com/company/motoworld-of-el-cajon,8123,,true
Bed Bath & Beyond,,8130,,false
Cincopa,https://www.linkedin.com/company/cincopa,8137,,true
world Of Discovery ,https://www.linkedin.com/company/world-of-discovery-day-camp,8144,,true
PDX,https://www.linkedin.com/company/pdx,8151,,true
The Independent,https://www.linkedin.com/company/the-independent,8158,,true
Valassis,https://www.linkedin.com/company/valassis,8165,,true
Data Science Central,https://www.linkedin.com/company/data-science-central,8172,,true
Precise Target,https://www.linkedin.com/company/precisetarget,8179,,true
Strategic Accounts,,8186,,false
ESPN Radio,https://www.linkedin.com/company/espn-radio,8193,,true
Campaign,https://www.linkedin.com/company/campaign,8200,,true
The Economist,https://www.linkedin.com/company/the-economist/?miniCompanyUrn=urn%3Ali%3Afs_miniCompany%3A166368,8207,,true
Synovia Solutions Inc,https://www.linkedin.com/company/synovia-corporation,8214,,true
CQ,,8221,,false
Blackhawk Aerospace,https://www.linkedin.com/company/blackhawk-modifications-inc-,8228,,true
Professional Aviation Associates,https://www.linkedin.com/company/professional-aviation-associates,8235,,true
Special Mission Systems,,8243,,false
M7 Aerospace,https://www.linkedin.com/company/m7-aerospace,8249,,true
Commuter Air Technology,,8257,,false
"CRAVATH, SWAINE & MOORE LLP",https://www.linkedin.com/company/cravath-swaine-&-moore-llp,8264,,true
PITNEY BOWES INC,https://www.linkedin.com/company/pitney-bowes,8271,,true
TECHNOSERVE,https://www.linkedin.com/company/technoserve,8279,,true
ȘİȘECAM,,8291,engine page failed,false
ATILUAP LLC,,8297,,false
"Les Gemmes, Inc",,8304,,false
Advanced Technology Solutions Inc,https://www.linkedin.com/company/advanced-technology-solutions-inc.,8311,,true
ThreeBridge Solutions,https://www.linkedin.com/company/threebridge,8321,,true
"Hadrian Technologies, LLC",https://www.linkedin.com/company/hadrian-technology-limited,8328,,true
HankWeiss22@gmail.com,,8339,engine page failed,false
Credit Suisse First Boston,,8349,,false
Citigroup,https://www.linkedin.com/company/citigroup,8356,,true
Susquehanna Investment Group,https://www.linkedin.com/company/susquehanna-investment-group,8363,,true
Wells Fargo Securities,,8369,,false
Oscar Gruss & Son Inc,https://www.linkedin.com/company/oscar-gruss,8376,,true
"Kessler Topaz Meltzer & Check, LLP",https://www.linkedin.com/company/kessler-topaz-meltzer-&-check-llp,8384,,true
US Cloud,https://www.linkedin.com/company/gouscloud,8391,,true
Southwest Plastic Binding Company,,8398,,false
FOCOS Innovations,https://www.linkedin.com/company/greystone-ces,8405,,true
UP9,https://www.linkedin.com/company/up9,8412,,true
Inflect,https://www.linkedin.com/company/inflect-inc,8420,,true
Enterprise Solutions at Load Impact,https://www.linkedin.com/company/impact-systems,8430,,true
mxHero,https://www.linkedin.com/company/mxhero,8437,,true
Cox Enterprises,https://www.linkedin.com/company/cox-enterprises,8443,,true
Colo-Serve,,8450,,false
Flycast Networks,,8457,,false
ARC,https://www.linkedin.com/company/arc_2,8464,,true
Sabre Travel Network,,8471,,false
SABRE AIRLINE SOLUTIONS,https://www.linkedin.com/company/sabre-airline-solutions,8478,,true
Global Consulting & Customer Success,https://www.linkedin.com/company/global-consulting-ltd,8485,,true
AIRLINE TARIFF PUBLISHING COMPANY,,8492,,false
MIT Technology Review,https://www.linkedin.com/company/mit-technology-review,8499,,true
SustainLaneGreenAdNetwork.com,,8506,,false
Tradition Securities and Futures,,8518,engine page failed,false
Marina Village Inn,,8525,,false
Berkley City Club,,8537,engine page failed,false
"Pacific Plaza Hotels, Inc",https://www.linkedin.com/company/pacific-plaza-hotels-inc-,8544,,true
"HS Lordships, Specialty Restaurants Corporation",,8551,,false
Best Western International,https://www.linkedin.com/company/best-western-international-limited,8559,,true
ALAMEDA COUNTY COMMUNITY FOOD BANK,https://www.linkedin.com/company/alameda-county-community-food-bank,8567,,true
Kirby Company / Jomekina Distributing,,8573,,false
Sears Credit Central,https://www.linkedin.com/company/sears-credit-central,8581,,true
First Union National Bank,https://www.linkedin.com/company/first-union-national-bank,8587,,true
Metris Companies,https://www.linkedin.com/company/metris-companies,8595,,true
Howard County Real Estate Association,,8602,,false
Debt Relief Center,,8609,,false
FastSigns,https://www.linkedin.com/company/fastsigns,8616,,true
Baltimore Sun Media Group / Tribune Company,https://www.linkedin.com/company/the-baltimore-sun-media-group,8623,,true
GREATER BALTIMORE,https://www.linkedin.com/company/greater-baltimore-committee,8631,,true
RentPath,https://www.linkedin.com/company/rentpath,8638,,true
USPS,https://www.linkedin.com/company/usps,8645,,true
Draftfcb,https://www.linkedin.com/company/draftfcb-interactive,8652,,true
U.S. Department of Housing and Urban Development,https://www.linkedin.com/company/hud,8659,,true
HCR,https://www.linkedin.com/company/hcr-group-limited,8665,,true
Monet Software,https://www.linkedin.com/company/monet-software,8672,,true
Soothe Inc,https://www.linkedin.com/company/soothe,8679,,true
Big Review TV,,8685,,false
TFA Solar,,8693,,false
Department of Corrections and Rehabilitation,https://www.linkedin.com/company/california-department-of-corrections-and-rehabilitation,8699,,true
Josie's Jams & Jellies,,8707,,false
Standard Chartered Bank,,8719,engine page failed,false
CME Group,https://www.linkedin.com/company/cme-group,8726,,true
Baruch College,https://www.linkedin.com/school/baruch-college/,8733,,true
Shoflo,https://www.linkedin.com/company/shoflo,8740,,true
AVECO ROOFING,,8747,,false
REGUS/IWG,,8754,,false
FIRESTONE,https://www.linkedin.com/company/firestone,8761,,true
Harpoon Brewery,,8773,engine page failed,false
Rose Displays,https://www.linkedin.com/company/rose-displays,8780,,true
Millenium Consulting,,8792,engine page failed,false
PGi,https://www.linkedin.com/company/pgi,8799,,true
Full Spectrum Software,https://www.linkedin.com/company/full-spectrum-software,8806,,true
The Qt Company,https://www.linkedin.com/company/theqtcompany,8813,,true
PursuitIQ,https://www.linkedin.com/company/pursuitiq,8820,,true
Region ,https://www.linkedin.com/company/region-ltd-,8827,,true
